Country Name,TimePeriod,Indicator,Subgroup,DataValue
India,2016-17,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Adapted infrastructure and materials for students with disabilities/disabled friendly  Toilets,22.44
India,2017-18,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Adapted infrastructure and materials for students with disabilities/disabled friendly  Toilets,8.02
India,2018-19,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Adapted infrastructure and materials for students with disabilities/disabled friendly  Toilets,17.54
India,2015-16,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Adapted infrastructure and materials for students with disabilities/disabled friendly Ramp ,61
India,2016-17,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Adapted infrastructure and materials for students with disabilities/disabled friendly Ramp ,61.31
India,2017-18,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Adapted infrastructure and materials for students with disabilities/disabled friendly Ramp ,62.07
India,2018-19,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Adapted infrastructure and materials for students with disabilities/disabled friendly Ramp ,63.71
India,2015-16,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Basic drinking water,86.62
India,2016-17,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Basic drinking water,87.34
India,2017-18,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Basic drinking water,90.01
India,2018-19,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Basic drinking water,95.68
India,2015-16,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Single-sex basic sanitation facilities (Boys),95.65
India,2016-17,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Single-sex basic sanitation facilities (Boys),95.62
India,2017-18,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Single-sex basic sanitation facilities (Boys),94.03
India,2018-19,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Single-sex basic sanitation facilities (Boys),92.63
India,2015-16,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Single-sex basic sanitation facilities (Girls),96.9
India,2016-17,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Single-sex basic sanitation facilities (Girls),96.88
India,2017-18,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Single-sex basic sanitation facilities (Girls),96.12
India,2018-19,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Single-sex basic sanitation facilities (Girls),94.38
India,2015-16,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Basic hand washing facilities (as per the WASH indicator definitions),51.6
India,2016-17,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Basic hand washing facilities (as per the WASH indicator definitions),55.55
India,2017-18,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Basic hand washing facilities (as per the WASH indicator definitions),58.09
India,2018-19,4.a.1: Proportion of schools with access to: (a) electricity; (b) computers for pedagogical purposes; (c) adapted infrastructure and materials for students with disabilities/ disabled friendly ramp and toilets; (d) basic drinking water; (e) single-sex basic sanitation facilities; and (f) basic hand washing facilities (as per the WASH indicator definitions),Basic hand washing facilities (as per the WASH indicator definitions),88.18
India,2015-16,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Primary,67.82
India,2016-17,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Primary,67.22
India,2017-18,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Primary,68.31
India,2018-19,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Primary,71.68
India,2015-16,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Upper Primary,74.56
India,2016-17,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Upper Primary,72.62
India,2017-18,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Upper Primary,65.72
India,2018-19,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Upper Primary,72.27
India,2015-16,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Secondary,81.6
India,2016-17,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Secondary,79.96
India,2017-18,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Secondary,80.42
India,2018-19,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Secondary,82.62
India,2015-16,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Higher Secondary,64.45
India,2016-17,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Higher Secondary,84.21
India,2017-18,"4.c.1: Proportion of trained teacher, by education level (primary, upper primary, elementary, secondary and higher secondary education), (in percentage)",Higher Secondary,87.24
India,2017,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Overarching legal frameworks and public life,76.9
India,2018,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Overarching legal frameworks and public life,76.9
India,2019,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Overarching legal frameworks and public life,76.9
India,2020,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Overarching legal frameworks and public life,76.9
India,2017,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Violence against women,92.3
India,2018,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Violence against women,92.3
India,2019,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Violence against women,92.3
India,2020,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Violence against women,92.3
India,2017,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Employment and economic benefits,87.5
India,2018,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Employment and economic benefits,87.5
India,2019,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Employment and economic benefits,100
India,2020,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Employment and economic benefits,100
India,2017,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Marriage and family,100
India,2018,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Marriage and family,100
India,2019,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Marriage and family,100
India,2020,"5.1.1: Whether or not legal framework are in place to promote, enforce and monitor equality and nondiscrimination on the basis of sex.",Marriage and family,100
India,2015,5.1.2: Per lakh women that have been subjected to dowry offences during the year,Total,2.9
India,2016,5.1.2: Per lakh women that have been subjected to dowry offences during the year,Total,2.82
India,2017,5.1.2: Per lakh women that have been subjected to dowry offences during the year,Total,2.93
India,2018,5.1.2: Per lakh women that have been subjected to dowry offences during the year,Total,3.19
India,2019,5.1.2: Per lakh women that have been subjected to dowry offences during the year,Total,3.2
India,2014-16,5.1.3: Sex Ratio at Birth,Total,898
India,2015-17,5.1.3: Sex Ratio at Birth,Total,896
India,2016-18,5.1.3: Sex Ratio at Birth,Total,899
India,2015,"5.1.4: Rate of Crimes Against Women Per 1,00,000 Female Population",Female,54.23
India,2016,"5.1.4: Rate of Crimes Against Women Per 1,00,000 Female Population",Female,55.19
India,2017,"5.1.4: Rate of Crimes Against Women Per 1,00,000 Female Population",Female,57.93
India,2018,"5.1.4: Rate of Crimes Against Women Per 1,00,000 Female Population",Female,58.78
India,2019,"5.1.4: Rate of Crimes Against Women Per 1,00,000 Female Population",Female,62.39
India,2015,5.2.1: Proportion of crime against women to total crime reported in the country during the calendar year,Total,6.99
India,2016,5.2.1: Proportion of crime against women to total crime reported in the country during the calendar year,Total,7.02
India,2017,5.2.1: Proportion of crime against women to total crime reported in the country during the calendar year,Total,7.19
India,2018,5.2.1: Proportion of crime against women to total crime reported in the country during the calendar year,Total,7.45
India,2019,5.2.1: Proportion of crime against women to total crime reported in the country during the calendar year,Total,7.87
India,2015,5.2.2: Per lakh women who have experienced sexual crimes during the calendar year,Total,22.2
India,2016,5.2.2: Per lakh women who have experienced sexual crimes during the calendar year,Total,23.1
India,2017,5.2.2: Per lakh women who have experienced sexual crimes during the calendar year,Total,27.2
India,2018,5.2.2: Per lakh women who have experienced sexual crimes during the calendar year,Total,27.7
India,2019,5.2.2: Per lakh women who have experienced sexual crimes during the calendar year,Total,28.1
India,2015,5.2.3: Per lakh women who have experienced cruelty/physical violence by husband or his relatives during the year,Total,18.78
India,2016,5.2.3: Per lakh women who have experienced cruelty/physical violence by husband or his relatives during the year,Total,18.05
India,2017,5.2.3: Per lakh women who have experienced cruelty/physical violence by husband or his relatives during the year,Total,17.4
India,2018,5.2.3: Per lakh women who have experienced cruelty/physical violence by husband or his relatives during the year,Total,16.28
India,2019,5.2.3: Per lakh women who have experienced cruelty/physical violence by husband or his relatives during the year,Total,19.54
India,2015,5.2.4: Proportion of sexual crime against girl children to total crime against children during the calendar year,Total,46.98
India,2016,5.2.4: Proportion of sexual crime against girl children to total crime against children during the calendar year,Total,43.02
India,2017,5.2.4: Proportion of sexual crime against girl children to total crime against children during the calendar year,Total,49.9
India,2018,5.2.4: Proportion of sexual crime against girl children to total crime against children during the calendar year,Total,49.94
India,2019,5.2.4: Proportion of sexual crime against girl children to total crime against children during the calendar year,Total,46.68
India,2015,5.2.5: Proportion of trafficking of girl children to total children trafficked during the calendar year,Total,90.29
India,2016,5.2.5: Proportion of trafficking of girl children to total children trafficked during the calendar year,Total,54.36
India,2017,5.2.5: Proportion of trafficking of girl children to total children trafficked during the calendar year,Total,42.38
India,2018,5.2.5: Proportion of trafficking of girl children to total children trafficked during the calendar year,Total,38.46
India,2019,5.2.5: Proportion of trafficking of girl children to total children trafficked during the calendar year,Total,40.22
India,2015-16,5.2.6: Percentage of ever married women age 15-49 years who have ever experienced physical or sexual violence committed by their husband,Total,30.9
India,2011,5.2.7: Child Sex Ratio (0-6 years),Total,918
India,2011,5.2.7: Child Sex Ratio (0-6 years),Rural,923
India,2011,5.2.7: Child Sex Ratio (0-6 years),Urban,905
India,2015-16,5.3.1: Percentage of women aged 20-24 years who were married by exact age 18 years,Total,26.8
India,2015,"5.3.2: Proportion of cases reported under the Prohibition of Child Marriage Act (early marriage of children below 18 years of age) to total crime against children, (in percentage)",Total,0.31
India,2016,"5.3.2: Proportion of cases reported under the Prohibition of Child Marriage Act (early marriage of children below 18 years of age) to total crime against children, (in percentage)",Total,0.3
India,2017,"5.3.2: Proportion of cases reported under the Prohibition of Child Marriage Act (early marriage of children below 18 years of age) to total crime against children, (in percentage)",Total,0.31
India,2018,"5.3.2: Proportion of cases reported under the Prohibition of Child Marriage Act (early marriage of children below 18 years of age) to total crime against children, (in percentage)",Total,0.35
India,2019,"5.3.2: Proportion of cases reported under the Prohibition of Child Marriage Act (early marriage of children below 18 years of age) to total crime against children, (in percentage)",Total,0.35
India,2019,5.4.1: Proportion of time spent on unpaid domestic and care work,Toal Female,19.44
India,2019,5.4.1: Proportion of time spent on unpaid domestic and care work,Total Male,2.5
India,2019,5.4.1: Proportion of time spent on unpaid domestic and care work,Rural Female,19.72
India,2019,5.4.1: Proportion of time spent on unpaid domestic and care work,Rural Male,2.64
India,2019,5.4.1: Proportion of time spent on unpaid domestic and care work,Urban Female,18.61
India,2019,5.4.1: Proportion of time spent on unpaid domestic and care work,Urban Male,2.15
India,2014,"5.5.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 10.2.2 and 16.7.1)",Lok Sabha,11.42
India,2019,"5.5.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 10.2.2 and 16.7.1)",Lok Sabha,14.36
India,2014,"5.5.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 10.2.2 and 16.7.1)",Rajya Sabha,12.76
India,2016,"5.5.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 10.2.2 and 16.7.1)",Rajya Sabha,11.07
India,2018,"5.5.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 10.2.2 and 16.7.1)",Rajya Sabha,11.48
India,2020,"5.5.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 10.2.2 and 16.7.1)",Rajya Sabha,10.33
India,2014,"5.5.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 10.2.2 and 16.7.1)",PRI,46.14
India,2019,"5.5.1: Proportion of seats held by women in national Parliament, State legislation and Local Self Government (similar to Indicator 10.2.2 and 16.7.1)",PRI,44.37
India,2015-16,"5.5.2: Proportion of women in managerial positions including women in Board of Director, in listed companies, (per 1,000 persons)",Total,173
India,2016-17,"5.5.2: Proportion of women in managerial positions including women in Board of Director, in listed companies, (per 1,000 persons)",Total,177
India,2017-18,"5.5.2: Proportion of women in managerial positions including women in Board of Director, in listed companies, (per 1,000 persons)",Total,184
India,2018-19,"5.5.2: Proportion of women in managerial positions including women in Board of Director, in listed companies, (per 1,000 persons)",Total,190
India,2014,5.5.3: Number of women candidates out of total candidates contesting elections(in percentage),Total,8.19
India,2019,5.5.3: Number of women candidates out of total candidates contesting elections(in percentage),Total,9.01
India,2015-16,5.6.1: Percentage of currently married women (15-49 years) who use any modern family planning methods (similar to Indicator 3.7.4 and 3.8.1),Total,47.7
India,2015-16,5.6.2: Unmet need for family planning for currently married women aged 15-49 years,Total,12.9
India,2015-16,5.6.3: Percentage of population aged 15-24 years with comprehensive knowledge of HIV/ AIDS,Female,21.7
India,2015-16,5.6.3: Percentage of population aged 15-24 years with comprehensive knowledge of HIV/ AIDS,Male,31.5
India,2015-16,5.a.1: Operational land holdings - (female operated operational holding),Female,13.96
India,"Apr-Jun, 2018","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Female,182
India,"Apr-Jun, 2019","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Female,204
India,"Jan-Mar, 2018","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Female,177
India,"Jan-Mar, 2019","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Female,193
India,"July-Sep, 2017","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Female,169
India,"July-Sep, 2018","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Female,175
India,"Oct-Dec, 2017","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Female,173
India,"Oct-Dec, 2018","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Female,190
India,"Apr-Jun, 2018","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Male,291
India,"Apr-Jun, 2019","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Male,310
India,"Jan-Mar, 2018","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Male,280
India,"Jan-Mar, 2019","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Male,299
India,"July-Sep, 2017","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Male,265
India,"July-Sep, 2018","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Male,288
India,"Oct-Dec, 2017","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Male,274
India,"Oct-Dec, 2018","5.a.3: Wages of casual labourers (gender-wise) other than public works, (Rs. per day)",Male,298
India,"Apr-Jun, 2018","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Female,172
India,"Apr-Jun, 2019","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Female,187
India,"Jan-Mar, 2018","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Female,168
India,"Jan-Mar, 2019","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Female,185
India,"July-Sep, 2017","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Female,159
India,"July-Sep, 2018","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Female,164
India,"Oct-Dec, 2017","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Female,169
India,"Oct-Dec, 2018","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Female,181
India,"Apr-Jun, 2018","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Male,247
India,"Apr-Jun, 2019","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Male,261
India,"Jan-Mar, 2018","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Male,240
India,"Jan-Mar, 2019","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Male,250
India,"July-Sep, 2017","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Male,222
India,"July-Sep, 2018","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Male,236
India,"Oct-Dec, 2017","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Male,233
India,"Oct-Dec, 2018","5.a.4: Average agricultural wage earnings from casual labour work other than public works, (Rs. per day)",Male,254
India,2015-16,"5.a.5: Exclusive women SHGs in Bank linked SHGs, (in percentage)",Total,88.92
India,2016-17,"5.a.5: Exclusive women SHGs in Bank linked SHGs, (in percentage)",Total,90.41
India,2017-18,"5.a.5: Exclusive women SHGs in Bank linked SHGs, (in percentage)",Total,91.77
India,2018-19,"5.a.5: Exclusive women SHGs in Bank linked SHGs, (in percentage)",Total,87.66
India,2019-20,"5.a.5: Exclusive women SHGs in Bank linked SHGs, (in percentage)",Total,91.67
India,2017,"5.b.1: Percentage of women employed in IT and ITeS industry, (in percentage)",Total,34
India,2019,"5.b.1: Percentage of women employed in IT and ITeS industry, (in percentage)",Total,35
India,2015-16,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),Central Ministries,57
India,2016-17,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),Central Ministries,57
India,2017-18,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),Central Ministries,57
India,2018-19,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),Central Ministries,57
India,2019-20,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),Central Ministries,57
India,2020-21,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),Central Ministries,57
India,2021-22,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),Central Ministries,57
India,2015-16,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),States/UT,14
India,2016-17,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),States/UT,23
India,2017-18,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),States/UT,23
India,2018-19,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),States/UT,23
India,2019-20,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),States/UT,23
India,2020-21,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),States/UT,23
India,2021-22,5.c.1: Number of Central Ministries and States having Gender Budget Cells (GBCs),States/UT,23
India,2015-16,6.1.1: Percentage of Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),Rural,35.76
India,2016-17,6.1.1: Percentage of Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),Rural,36.52
India,2017-18,6.1.1: Percentage of Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),Rural,37.85
India,2018-19,6.1.1: Percentage of Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),Rural,40.58
India,2019-20,6.1.1: Percentage of Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),Rural,50.66
India,2015-16,6.1.2: Percentage of population using an improved drinking water source (Rural),Rural,94.57
India,2016-17,6.1.2: Percentage of population using an improved drinking water source (Rural),Rural,94.35
India,2017-18,6.1.2: Percentage of population using an improved drinking water source (Rural),Rural,95.23
India,2018-19,6.1.2: Percentage of population using an improved drinking water source (Rural),Rural,95.98
India,2019-20,6.1.2: Percentage of population using an improved drinking water source (Rural),Rural,96.96
India,2015-16,6.2.1: Proportion of households having access to toilet facility (Urban and Rural),Rural,50.9
India,2016-17,6.2.1: Proportion of households having access to toilet facility (Urban and Rural),Rural,63.02
India,2017-18,6.2.1: Proportion of households having access to toilet facility (Urban and Rural),Rural,80.51
India,2018-19,6.2.1: Proportion of households having access to toilet facility (Urban and Rural),Rural,99.03
India,2019-20,6.2.1: Proportion of households having access to toilet facility (Urban and Rural),Rural,100
India,2015-16,6.2.2: Percentage of Districts achieving Open Defecation Free (ODF) target,Total,0.72
India,2016-17,6.2.2: Percentage of Districts achieving Open Defecation Free (ODF) target,Total,18.45
India,2017-18,6.2.2: Percentage of Districts achieving Open Defecation Free (ODF) target,Total,51.5
India,2018-19,6.2.2: Percentage of Districts achieving Open Defecation Free (ODF) target,Total,88.13
India,2019-20,6.2.2: Percentage of Districts achieving Open Defecation Free (ODF) target,Total,100
India,2015-16,"6.2.3: Proportion of schools with separate toilet facility for girls,(in percentage)",Total,96.9
India,2016-17,"6.2.3: Proportion of schools with separate toilet facility for girls,(in percentage)",Total,96.88
India,2017-18,"6.2.3: Proportion of schools with separate toilet facility for girls,(in percentage)",Total,96.12
India,2018-19,"6.2.3: Proportion of schools with separate toilet facility for girls,(in percentage)",Total,94.38
India,2020,6.3.1: Percentage of Sewage Treated before discharge into Surface Water Bodies,Total,27.96
India,2015,6.3.2: Proportion of water bodies with good ambient water quality,Total,87
India,2016,6.3.2: Proportion of water bodies with good ambient water quality,Total,87
India,2017,6.3.2: Proportion of water bodies with good ambient water quality,Total,88
India,2018,6.3.2: Proportion of water bodies with good ambient water quality,Total,88
India,2019,6.3.2: Proportion of water bodies with good ambient water quality,Total,90
India,2011,6.4.1: Percentage ground water withdrawal against availability,Total,61.5
India,2013,6.4.1: Percentage ground water withdrawal against availability,Total,61.53
India,2017,6.4.1: Percentage ground water withdrawal against availability,Total,63.33
India,2015-16,"6.4.2: Per capita storage of water, (in m3/person)",Total,198.02
India,2017-18,"6.4.2: Per capita storage of water, (in m3/person)",Total,196.93
India,2019-20,"6.4.2: Per capita storage of water, (in m3/person)",Total,253.39
India,2015,6.4.3: Per capita availability of water,Total,1508
India,2021,6.4.3: Per capita availability of water,Total,1486
India,2011,"6.6.1: Percentage of blocks/mandals/taluka over-exploited, (in percentage)",Total,16.2
India,2013,"6.6.1: Percentage of blocks/mandals/taluka over-exploited, (in percentage)",Total,15.7
